id,Topic,Title,Link,Published,Source,Source URL,day
106.0,Tipo de Cambio y Reservas,Dólar blue hoy: a cuánto cotiza este miércoles 11 de junio,https://news.google.com/rss/articles/CBMilAFBVV95cUxOUVdTUU1tUWtXRGVPc0VTN1dRWE1tY1VZX2J3cWx1TlBuUklnejFaYnNQWWZyLXVpVExNWUNta2FKQndnd2NKelJYLWJFd1RTZkZELVE4YTRwbUIzNDAzNmI2UzdhbXpDNzBad2QyX1ZhVlAwX1JtMVNDMVlQZ1RXU0tlYkJ6YnZfRXJ2SkZ5elFYaVk20gGaAUFVX3lxTE5uWWtXZEZpVlJvcklCNUpMcUZ1aXh3bE1YNVNCMnM0TDFzMHRVaEljR0E1V3B0cWdaTEYtanNSY2VEeURVNExMZ3VxMWt5SW9TQS1XR0liZmNiVV9aUU03RWlKZHEtM1AyWGpvYl94anJwZ2R6OElNQWlRVDNpQk5Fejk3TExsZXBnN196NTdaZEdlakJxdEp3UEE?oc=5,"Wed, 11 Jun 2025 07:00:02 GMT",Clarin.com,https://www.clarin.com,2025-06-11
564.0,Personajes Políticos y Económicos,Fuerte rechazo del arco político a la proscripción de Cristina,https://news.google.com/rss/articles/CBMimwFBVV95cUxNeG4zN3YzbTlUQkF6amVMU3ZYZlNTOU02X1JGNUNNd0Q3NnluRmhsYjhhbW1Kb05vaks1RXBrV2xQbi1EYkhWTTJhaWhwVFR0UmhFaWVBR1QxOGZHLTRXLVNMeUZTY0pXVHZ4NXMzdFM4YTlVYUN1YV82RWJ6MmZFVVpkbzNWSDJOS0JFUXZzSFF2X1lGQzA2OVZWMA?oc=5,2025-06-11 00:54:44+00:00,Página | 12,https://www.pagina12.com.ar,2025-06-11
281.0,Deuda y Financiamiento,Moody’s rebaja a “basura” bonos de Warner Bros. tras el anuncio de sus planes de dividirse,https://news.google.com/rss/articles/CBMixgFBVV95cUxQSVp0UVhwOGFoUzgtRUEtZmoxR1l4NlozdFZUa2tPNDZaZXlmdGVHM2I0azY0b0RDSGNLU1h6Y2lFMFJTYldjcEJGTkNvbi1SMHFZRTIzOV80Y3hfWVRKb1U2aEwtdUEyUzgxM3JEa3NPMUljQWEzTFdqaUFUTFYxMmE3SDAtTTd6NkwyZmN4eFFEa3VpaV9OT2h0ZXZYcEJkMkEwOHUtaEI1ajk2d1pqaXVva1Awa044LVh1aGVnak1BUUhjemfSAdoBQVVfeXFMUFVvcHZRMFFRNEh0RHZHRTF5YVpIcFFpQTVaQ2FzYjhXWTRmWTNfS3NYUXFCYjlEMXBfN1IxQ1BFRGpqd3hzRGlGLUxaSGFOM0RyM29uNk5ycHNianR4eXg4aFR5N2xjZWdMcTNMZ0h3UUhBYzliNDlNLWpoWjR1dnVBU3I4MGF3UW84OEgyckVIbnNBLWdEdHNJYU41dER0b1Vmc1Fxa2VpOHpQcExvRHpVc0VNSFBPTkRoWFV5LWN6OVE2Rm9uTUpyYWIteVNIUEFxMHVsN2ZaWFE?oc=5,"Wed, 11 Jun 2025 05:33:24 GMT",bloomberglinea.com,https://www.bloomberglinea.com,2025-06-11
649.0,Personajes Políticos y Económicos,La Corte Suprema se arrodilló ante el poder real y ratificó la condena a Cristina Kirchner,https://news.google.com/rss/articles/CBMimwFBVV95cUxQLXJ6akJzekpwUUFSZy1CNWVTZ1M0alVyM1RjMHllNjNZNXhNY3F5TDV4Y19QZHROcm5VV1c2QXJFSGpta2hOeXhwbG1od2FoQ0pMZFRNU2N6RUxna1VBTVQ3ZE1TWHNoTkNvUlp6dVYyM01RR0Y2TFFMT0RPWkNwSnlfck44R0N0ME1GSDNUdFpDNC0zb3J4RGx5WQ?oc=5,"Wed, 11 Jun 2025 03:01:00 GMT",Página | 12,https://www.pagina12.com.ar,2025-06-11
582.0,Personajes Políticos y Económicos,"CFK presa: en silencio, el Gobierno agita la teoría de la vendetta de Mauricio Macri",https://news.google.com/rss/articles/CBMiuAFBVV95cUxNX2pubDA0VFlPZzJQd3lfVkwwVGZ4QjZjRkpBcUctX01UUEMtRjVxbXRzSkJ4WGotcm9tdjhNS2kyY0FvMWhzN3BJYVJHYWFZV0VBdEl5QW4xdVFQbHI0NzBHVDNGbVp2Nmk4UXdmLTdxbS12WkhodDdGT0R6bXp0eHFrODN2cktKVXZFRDlIX1c1OWpuMlJGNlY0ZWtsTmJDaGI0TlZ0VGtWbmhpeENvMkNLQjBUcVR50gG-AUFVX3lxTFBaVjBhck5YeDFEbGxtb3ljOWg5Nzhvb3BlNzVoaWhVcUd0cE41SDZIWk04aHBTTmZ5WEVUblBwOHpSR1NrV09MY1ZzX1MxNklSR2dmd2xZclhVTXYzMG0xd05teGx4YllUNlhhM2EtWEtSb1NUa2lQYzEtLUJPcndUaWwtQmxOWUtkNGE1a3M5T09uZVdMdEFoUWpWR01vV0J0SHZvMnZDcm5iWEFuUzNiLUxOMDlrODY4TWJUeGc?oc=5,"Wed, 11 Jun 2025 02:21:00 GMT",Letra P,https://www.letrap.com.ar,2025-06-11
602.0,Personajes Políticos y Económicos,"""Con este fallo la democracia está en peligro""",https://news.google.com/rss/articles/CBMihgFBVV95cUxQMVZKT1l0bUkxM0k3N0FQYUJkcmt1NFRNbnV5QUt0MWt0am5SMG92QkFleTdOcjlHYVR6WlhXVlA4QTZUb2duM2F3U3NhVU5CcnZpS0x1bnpERW9IcFVtTzRCdzUyOGNqenFEUjlTUElnRGVadUM0M3I5akNmNjl6VkV6N1I3dw?oc=5,"Wed, 11 Jun 2025 03:35:14 GMT",Página | 12,https://www.pagina12.com.ar,2025-06-11
608.0,Personajes Políticos y Económicos,"Cristina Kirchner, a prisión: en vivo, repercusiones, movilizaciones y últimas noticias hoy",https://news.google.com/rss/articles/CBMi4wFBVV95cUxPZi02NnZvODNzTG9YRkNTMFNDVG9DZVZEUVlQc2Q4REFhYnEtbkY5bkRSYWVsNHlmVl84QmpsT04yeU5wNElBSmlnZmNwaHdxSWlJa3dwY0pFMmFSNVR3UDNZbFdfNnZnNTNDSUx0Z0NYeXhnb2ZseE8xdy1PLS1HMjlNaXBwV2ZtMlBLR0NWMHBzRWxfQXJlMkgzMjVyZzN6SGxxbWNrV0puU3pBdGJfQXBBaHQtOVp1YXZXeW1tcDJiQ1VfNFd1bTRuUHBIclNkRUs3blhvNEtXQzJtX1JDYmZQMA?oc=5,"Wed, 11 Jun 2025 05:46:00 GMT",La Nación,https://www.lanacion.com.ar,2025-06-11
609.0,Personajes Políticos y Económicos,🔴 La Corte confirmó la condena: Cristina Kirchner irá presa por la causa Vialidad,https://news.google.com/rss/articles/CBMi1AFBVV95cUxNTGd2cTdGaktxdGg2RkVKNkQ3cDZuaV9CSG1LYmNVcWIzY0N4OVcwRHpnLUFxalZzN24wUWpaSjVxOEc1WWk2VHVhUENxWjlwSVZpSkQzTWNYT2huQjFUVkpxdEZnOXlQOUZWX0MxMlkyR3lJNUpneXZOalY5MFc2Vi1vTmVuVWVNQjZ3TjhTUTRmVWdlN3llbzVWUlVWTWFxZ1JSeUF1cWtwa1hWQ0Z0Ul9lM3h0Q3lNV0ZkVHVrUU5lb2dKbFAtTG5MQUpUY0NGMlNVX9IB6AFBVV95cUxQQ1YyYVVBX29XUFRqZjFLT3N2aFpzel93OVA5TjNMejlVb3BseTBSNk1rcmZWeWFCdk0xcUVDRndick5RaVFRSFkycUViZ1BWX01aeW1PbUgzSGpBV0o2RHZBS0NDcm5XRVY4dzA3QmpsWGhDRjR4akNqblN1cF8telpYUkhZdUhpdHBpbVdmMnZQbkd4TjZILWJIOVZ4eDl2Vzk0eXhyQ09YazBOYUN1emd3VDlFamNhTmtEYk11Y1VkMGZRTmNYeElWLVNLbENTdUVJQzNJYlBpSVY5dmhQY0k1b0lMdVk5?oc=5,"Wed, 11 Jun 2025 05:52:15 GMT",TN,https://tn.com.ar,2025-06-11
614.0,Personajes Políticos y Económicos,"CFK presa: en silencio, el Gobierno filtra la teoría de la vendetta de Mauricio Macri",https://news.google.com/rss/articles/CBMiugFBVV95cUxPdDRwY0JUYzF4RkV3cWNDZlp1cDNaY2s1ZDA1TnZXdzdYTmZ2Z0Q0YTh4dDVNSlA4LWpGTUZYSE5iNmhUcVgwTDc4cm41Y2tDd2M3WFBsSFdwcjh1NXVtc2lNUzZMZUpveklRTnVTWERURXZhQXFiOTM1d2JFQTIxVHQ5SVpidHpRcm5zeEdYUUtBeUhEYjQ3djRFRTQ5TDRpQXhsbTVwRmwwRHpPSzY3NmVSRUxNdjZQN0E?oc=5,"Wed, 11 Jun 2025 02:21:00 GMT",Letra P,https://www.letrap.com.ar,2025-06-11
620.0,Personajes Políticos y Económicos,"Axel Kicillof, de enemigo íntimo a vocero de Cristina Fernández de Kirchner: ""Es un fallo vergonzoso""",https://news.google.com/rss/articles/CBMiygFBVV95cUxNY3dWN0JJeFlCMEt6SEdMQ1QzVlVHd3Bpd3lmbkIycnRsMTNndVB0ZlJHeEx5UVJKMEUxZjgwNTJMZ3h6TEZrRk5JTUhyR1U0dmwySEYzMnNvTE04bkh3bkhNWlNBSDM0SXFQdE05TzFsaWhpY2VtZG9DQkMxVzByVFNjMFlxTUhyMnhYQ0RlbW5aMlppVEdFanFxTkFlRDlDREF6MTNmWXVCeEUzRUhXSkpScWp0bUc3Y2JlcUM4MWdTT1RfMk91V2x30gHPAUFVX3lxTE9ReGl1NUFSRTNoU3hieUxnbFc4VWtfT1k3ZkFrRkdvY1hyU3BBZ19pUEliVFdydTFRem1xNWdFQlZ4cTBLZ0RsTVI0VjBQMTJtdWNyZUkzRlladzlMQTREX3dSWVg1b0NCMllPVXZOZlUyb000R2hMMWhnUmQ3VFZGMUx5RldXUUFmWTEzZFhSc3UtVHhNaHpoWDZnUUItcXRZMEZHYkdQNlpxV1UwMVVoVWI0VUhMeFY2bjJhckdoRGdYYVFDb29hYkZLaWx3bw?oc=5,"Wed, 11 Jun 2025 00:19:00 GMT",Letra P,https://www.letrap.com.ar,2025-06-11
656.0,Personajes Políticos y Económicos,El fallo contra Cristina Kirchner: una decisión unánime de la Corte Suprema de Justicia de la Nación,https://news.google.com/rss/articles/CBMixwFBVV95cUxOSmVSYl9ndkt3VjlYYmFRX0F2RDFFcHR5VnV1MzZhei0ySUpkQ2pKSmRDMnduVFkwYTVjanQ2c2FyOWk4RkhraXhQbHk5elQ2ZkxfbDI0LWpIWDQ5UVY5RkhWc2tqZm1LSmN0UFhfVFZWT2IwSm1KWjJGbXczY3pNZ25Scm5zcmE4MEpyWVZzODZxOGNjR2JIWEJhUzBtTFY2dW1TM0tZcjZJNHo4cDBSVkpLdGk0b3NTM2tyNFYwYXJuTDRJa18w0gHMAUFVX3lxTFBTWWRydEZhQTRPQngtd1RYNEI1aE1Tc0pjeENkdW5idU1wRUNBT0xhQnRKaTVEQnpqbjh3cXM4bkJMVWZSdmwzRGRkMGstZXVXa3NUZ2VBLVhVbDZGSWhpbUpJZ2pmWVJiTTkyaTRQcGdpekNUZk9EbVltQ2xBbi05bGRIWW1yaGU2NUFnVnlETjFHcThFcjYxa3U2em9hRGZ3TkI5N20zNGpqaDdObmNFTDNsMnlWNU53emo3ZkNxbTNpNXRZM2VHX1JUTw?oc=5,"Wed, 11 Jun 2025 04:03:14 GMT",La Gaceta,https://www.lagaceta.com.ar,2025-06-11
628.0,Personajes Políticos y Económicos,Estudiantes tomaron la facultad de Filosofía y Letras en reclamo contra la condena a Cristina Kirchner,https://news.google.com/rss/articles/CBMi2wFBVV95cUxNUmxrUl9YRnhJNUVEMXM3MnEzT3ZGRnhpd24ycFFXNTg4X0hVaGlNTXRZSEhuYnVLR3hsMmV1MHI4UVhhMzNVZVViWjV5TzJHVzFPMHJ6LThGelIyR1N0R3JHSlJibTNEemY3UTItVm9hc0M0SFQ5dVZPV0FiN3F4Rk9mcUg4bk9yZU1PbVJEZExTTlQyVUJFYWQtSVROUlFPVTR6M04wZlhLUjNjY2RHZWtBbC1RbUUzWmR4N2R1MXo5TmJNMGpoVGhua29qSnpza1MwNnNYUDl3dWM?oc=5,"Wed, 11 Jun 2025 05:15:00 GMT",La Nación,https://www.lanacion.com.ar,2025-06-11
635.0,Personajes Políticos y Económicos,Carlos Beraldi denunció irregularidades y confirmó el pedido formal de prisión domiciliaria,https://news.google.com/rss/articles/CBMi1gFBVV95cUxPb0hXQXBObWhheGVmRnpnZmpjaXlnVC1sbmUzcjdvZGpGMTRqSWdfTWY3cE1GM09ha1V4U3N6VjlIRzJ0d2hxVGF6LWZvdFFTRURnQTNWdldjdXpndG1GSGhXT2p3THI3UF9Ma09TLU5tOHo2ZnY3TnpzX2FWRXJZUzdxNXRlYUE4N1VGODNvdDE2Mmg3Q01MSGJZX3RqbUpsSm1hMXcwMm5lX1ktTGd5Zi16SnFPX0ZNVHQzWWZxSTJfNVFOMmVoV0l2UmpBVlpYVlBVS09R?oc=5,"Wed, 11 Jun 2025 04:50:00 GMT",La Nación,https://www.lanacion.com.ar,2025-06-11
638.0,Personajes Políticos y Económicos,"Cristina Fernández de Kirchner “tiene más fuerza que nunca”, señalan expertos",https://news.google.com/rss/articles/CBMivgFBVV95cUxNNzhaQ2xNX0ZjR3g3OXZ3QkJZYlFwRlZidkYtQ1dFODNRbjd4Q2hUbWhNUFAwTXZHTWI0anhRazRzWFpnVkpGQTlKSmQ5ZldQT3pBeXA2RjVKV2NyNnRVMjlWWUEtTkl1TWl0eDdIZ1VuRkMycEgxWFZVMEpQS3lmc1hPQmtQdTJfYmRPVWZDb0hnTGhybm5BRlJQTjhuTU5PNzVfWi1ySmhKX0J2LWR4YTJZRE1vTFZKc05iR29n?oc=5,"Wed, 11 Jun 2025 04:04:02 GMT",La Gaceta,https://www.lagaceta.com.ar,2025-06-11
639.0,Personajes Políticos y Económicos,"Cristina, tras el fallo, no podrá ser candidata y quedará presa",https://news.google.com/rss/articles/CBMisAFBVV95cUxPQjkyVXNkNDhYRnBzQzdVTHlLWElVQ0FfVVdoaENZLURZZ2l4ZENXeFJ1bnI5aHVMZW9yLWFpZGJoazY3ZlAwT2x4YkFOSXRiQ1NNbUo1Mm1JSVBWOGV1dzgyUjVmcUd3RzQ1UlVROHdxVHdLU015Y3hEN1gwX2NFa3ctTU43ejZFOTUwYW9KN1RzandmbzdET0Y5Rmx1Qlgyb2E2bWkxbnh0d2h5T2tHR9IBtgFBVV95cUxOQkFzcWpSRF9BNG1LclNoVGVZVS1NS0VfSDdFSHRTQnUzU3lqY3V4UEFqYzdGLVdCN2JGdW9kT3RpZy1hUF9xS1F5S2tFVGsyUTdDcWNndUJ0bjQ5WGlHd1NaRk5iX3d0TDg0aER6cDBCTEVvSG1sSldsQ19QZ3VwMmRiS2wtMERLX2JZakRPeVlteXJ6dDJlQ0dBYUExbEtZd0Znam9OM1FNWlhsSGVWQ2stc2ttdw?oc=5,"Wed, 11 Jun 2025 04:02:21 GMT",La Gaceta,https://www.lagaceta.com.ar,2025-06-11
640.0,Personajes Políticos y Económicos,"Cristina Kirchner, tras la confirmación de su condena: “La paradoja es ellos en libertad y yo presa”",https://news.google.com/rss/articles/CBMiywFBVV95cUxNWWxZVHY3OVI2V2lHcTB0ek9YZFcta2lRaU0tUERkNzFPU3NiLVN4a3A1RUZWWDFNQ2toWWhaM0JiRE1EZlNNZzZfRXIwdEpxdXk0TmkyVjhLRmR1dEpaODd4ZlhOSW1BVlBPMVoxSFF2TDh3UUdRUkpHNURtSENlUjJpSzB1Y3ZzSnNzUktpVnBUbDBVdzAzOTV5dVNUbFFNcXFET09TSXJfZGEyM0RMSW9JOFBNMldHZUxIZEpTRkZCM1NnVVY1Nldsd9IB0AFBVV95cUxQTGJHdDBfVnhrdlpMcEFiWTFkeVJZZjk4Yi1IRVFUbWRVT1VVRWNxWjJtVk11VzFMWjUzbEoxeXZyV0ZMMmNfdURoN08wZmZMc1BBRFM3WFYtTG53cGdqanlLTk5Ca01GRklXZWktU1ltT0NDdjh4b05sWGtpTHRRaHdCMDkwSGZKLTl3dk1RLV9YbDhhV19lclNDTTNXSE9tYktOdTJPZkxtTS04c3pxdV8wNE9FMGZiRGpyN1pJUjFuQzRvQWhJM2Q3Z3NBb0ha?oc=5,"Wed, 11 Jun 2025 04:04:50 GMT",La Gaceta,https://www.lagaceta.com.ar,2025-06-11
641.0,Personajes Políticos y Económicos,Milei afianza su alianza política con Netanyahu,https://news.google.com/rss/articles/CBMilwFBVV95cUxOdEJzQ3VncmZrSGNnYTNsYzBHRGc5ZXFPLS1YdjBFUlR4MkgzTGpKUzdyT3BUa0NaWEhzTHA1dnBfRk9TTHZlWWxQOXp4TUZpOUo3WTYxYldmSjFsWHJJZVJFTGRvd1ExS1JHQUMzMjRBRGhhZ0tadmk4emV1dkFXRi1uOXVtOWtidWVmOS1qQ0NDd0lvYk1F0gGcAUFVX3lxTE5BdENrMVdiN2M2WmNuODhweWg1THROdWxYYmNxejY2cEtUbTIwaGVCZGE5ZE0xbGN4dkk5LWVyLXhvZ2w0VUlXc3hmM2k2a1RabUVBLWdYcmxuRVRMcGRmeXFRbHJhTUxOc1Y1VXFELXVPdDd4UjhSOElkMGl2Z044cU5CZ0VtRWd4YW5oUmtMeWQ3blVpbENodXk4OQ?oc=5,"Wed, 11 Jun 2025 04:05:54 GMT",La Gaceta,https://www.lagaceta.com.ar,2025-06-11
645.0,Personajes Políticos y Económicos,"Con Cristina inhabilitada de por vida, el PJ se ve forzado a inaugurar una nueva etapa electoral",https://news.google.com/rss/articles/CBMi3AFBVV95cUxOLVFMVVdtVkV2bEdqWHZza1FIdG9RYWVTMlBvMTF3dDM3R29uNTdRdXl3d19SbllrNHZDczdYZTRDZFR1ZGgxYWM1cm1mMU5FVDZTT0FYN2Vsc1Itbnd4ZzFCMk1FWkxTMUhLRS1MSGZYLW9MTUw1eDRoNXYzeU1Xa1BvaTVoRXhadGFUMHB5RmpzVFBDQzBGWWlnS0JyVWVmZGVDR2pZa3pKYWt5WDUyTzUtVDZraFNwYzZ2cURWaXhWemJGUDh6dDBhc1pMcmhULWc5bTlDaW8zYzhf?oc=5,"Wed, 11 Jun 2025 03:43:00 GMT",La Nación,https://www.lanacion.com.ar,2025-06-11
629.0,Personajes Políticos y Económicos,Un grupo de manifestantes provocó destrozos en la entrada de TN y El Trece,https://news.google.com/rss/articles/CBMi5AFBVV95cUxPb0FZMl9KMEIyQXJ4TUdRa3dJNnZwWWtHRmNhcnBNM1ByMldRMFBiQ0xpSV9SeEoySUZkTGppLTQyTjU4SURDbDM1RHN0Y3o1T1B1ejNzeVlIc3JHS2U5M0pCcERUcnhuQnhyejZrdnNkbVd1a2JqWUYtM0MxTVRsOGpuSmpaUDF0VXpfbXh4OVRaLXI2N1BWV0MxampMLXE2czhYNWszMFZ2dEVnM2prTE1Calh0eWd4a3pidWJQOENHcmx3ZndoVDFGSFNlZzFwaTlpY1lEM0FfQnItMWdfdjNRZUo?oc=5,"Wed, 11 Jun 2025 03:34:00 GMT",La Nación,https://www.lanacion.com.ar,2025-06-11
31.0,Inflación y Precios,Efecto Vicentin: El nivel de actividad de la industria aceitera argentina en el primer mes del ciclo 2024/25 no logró superar el registro de la pandemia,https://news.google.com/rss/articles/CBMiigJBVV95cUxNeWYtWl9WZlBPSC1ZMXFXcXFUejlIYTg5dEJ1ZlpJbUdMRmY0bnNhdDZYdEVoLUZ3TDU4eDBtTjRJenBvZ0ZXUHY0ZEw5aEJZeEtFdnAzUVdGR19kMTEyUmg5WkpMZmlwY2lkeVhrekJ4cGdfZTVWX3VuWHMwcGdVd3VUODRBd014NXNCbmdpZUVKNTdrc3UtWFRPd0d5Wm5tS1FWcW52aVhFclJVc0JPcWxoeTdSZXA0TEhHeXVod3JDQ2F4ZExHazVTdmVQdUtNYzNnel9lRGtybXQ4dHVMY0lLZmpEOF9kTW93VllqaDVPRHN5c2R6UUdVb1VvWkRzZ0xBMlczSXFNUQ?oc=5,2025-06-11 01:12:11+00:00,Bichos de Campo,https://bichosdecampo.com,2025-06-11
